# Event spectrum before reconstruction for the whole instrument
# File: /data/slag2/jracusin/AMEGO/Simulations/AMEGO4x4ScienceSourceFiles/SF/SolarFlare.inc2.id1.sim
# SE marks the start of the data, EN the end - everything else might change
# The first row is the low edge of the bin, the second the counts in this bin
# The last data line before the EN is the high edge of the last bin, followed by a "-"

SE
100  33394
105.441  36759
111.178  36237
117.228  32853
123.606  29161
130.332  25639
137.424  22863
144.901  19927
152.786  17885
161.099  15800
169.865  13968
179.107  12428
188.853  11285
199.129  10145
209.964  9010
221.388  8074
233.434  7432
246.136  6813
259.529  6131
273.65  5565
288.54  5251
304.24  4797
320.794  4496
338.249  4103
356.654  3794
376.06  3588
396.522  3311
418.098  3150
440.848  3085
464.835  2876
490.127  2660
516.796  2481
544.916  2554
574.566  2326
605.829  2238
638.794  2117
673.551  2016
710.201  1928
748.844  1831
789.59  1650
832.553  1679
877.854  1607
925.62  1570
975.984  1453
1029.09  1415
1085.08  1287
1144.13  1219
1206.38  1217
1272.02  1099
1341.23  1064
1414.21  1030
1491.16  978
1572.3  936
1657.85  935
1748.06  872
1843.17  785
1943.47  799
2049.21  719
2160.71  685
2278.28  615
2402.25  665
2532.96  628
2670.78  540
2816.11  547
2969.33  516
3130.9  537
3301.26  429
3480.89  426
3670.29  393
3870  384
4080.57  363
4302.6  304
4536.72  314
4783.57  292
5043.85  267
5318.3  230
5607.67  240
5912.8  194
6234.53  170
6573.76  167
6931.45  143
7308.6  124
7706.28  105
8125.59  80
8567.72  75
9033.9  44
9525.46  12
10043.8  0
10590.3  0
11166.5  0
11774.1  0
12414.7  0
13090.2  0
13802.5  0
14553.5  0
15345.4  0
16180.4  0
17060.8  0
17989.1  0
18967.9  0
20000   -
EN

# end
